ep,steps_taken,time_taken,rewards,epsilon
142,47,254,-89.0,0.3139999999999997
143,26,146,-30.5,0.3119999999999997
144,38,210,-62.5,0.3099999999999997
145,23,128,-62.0,0.3079999999999997
146,32,173,-73.5,0.3059999999999997
147,35,198,-37.5,0.3039999999999997
148,28,161,-70.0,0.3019999999999997
149,26,153,-10.5,0.2999999999999997
150,24,131,-44.5,0.2979999999999997
151,35,194,-36.5,0.2959999999999997
152,32,178,-186.5,0.2939999999999997
153,26,148,-47.5,0.2919999999999997
154,23,129,-81.5,0.2899999999999997
155,30,173,-49.5,0.2879999999999997
156,41,233,-84.5,0.2859999999999997
157,26,149,-29.5,0.2839999999999997
158,24,130,-8.0,0.2819999999999997
159,28,156,-32.0,0.2799999999999997
160,22,121,-24.0,0.2779999999999997
161,21,114,-41.5,0.2759999999999997
162,18,97,-1.0,0.2739999999999997
163,20,108,-3.0,0.2719999999999997
164,21,111,-60.0,0.2699999999999997
165,22,117,-7.0,0.2679999999999997
166,27,142,-29.0,0.2659999999999997
167,32,173,-93.0,0.2639999999999997
168,28,150,-68.0,0.2619999999999997
169,22,125,-42.0,0.2599999999999997
170,20,113,-21.5,0.2579999999999997
171,22,121,-24.0,0.2559999999999997
172,23,128,-5.5,0.25399999999999967
173,29,165,-88.0,0.25199999999999967
174,40,220,-119.5,0.24999999999999967
175,47,261,-71.5,0.24799999999999967
176,20,109,-21.0,0.24599999999999966
177,27,149,-29.0,0.24399999999999966
178,45,272,-162.0,0.24199999999999966
179,24,132,-64.5,0.23999999999999966
180,27,146,-28.5,0.23799999999999966
181,22,123,-24.5,0.23599999999999965
182,20,109,-4.0,0.23399999999999965
183,25,137,-46.0,0.23199999999999965
184,25,133,-7.5,0.22999999999999965
185,31,169,-53.0,0.22799999999999965
186,24,138,-24.5,0.22599999999999965
187,23,124,-64.0,0.22399999999999964
188,23,126,-43.0,0.22199999999999964
189,25,137,-9.5,0.21999999999999964
190,24,134,-7.5,0.21799999999999964
191,27,148,-11.5,0.21599999999999964
192,32,173,-15.5,0.21399999999999963
193,22,124,-23.5,0.21199999999999963
194,34,189,-93.5,0.20999999999999963
195,23,130,-6.0,0.20799999999999963
196,18,97,-0.5,0.20599999999999963
197,25,133,-27.0,0.20399999999999963
198,23,121,-44.5,0.20199999999999962
199,26,136,-10.5,0.19999999999999962
200,20,106,-23.0,0.19799999999999962
201,35,190,-79.0,0.19599999999999962
202,32,177,-35.0,0.19399999999999962
203,26,141,-28.0,0.19199999999999962
204,19,101,-20.5,0.1899999999999996
205,25,137,-29.0,0.1879999999999996
206,23,122,-64.0,0.1859999999999996
207,23,123,-26.0,0.1839999999999996
208,21,115,-41.5,0.1819999999999996
209,25,136,-44.5,0.1799999999999996
210,33,178,-110.5,0.1779999999999996
211,22,123,-22.0,0.1759999999999996
212,19,104,-2.5,0.1739999999999996
213,20,110,-3.0,0.1719999999999996
214,19,100,-2.0,0.1699999999999996
215,28,148,-67.5,0.1679999999999996
216,32,169,-52.5,0.1659999999999996
217,18,96,0.0,0.1639999999999996
218,31,177,-34.0,0.1619999999999996
219,19,104,-37.5,0.1599999999999996
220,22,121,-22.5,0.15799999999999959
221,25,146,-9.0,0.15599999999999958
222,18,105,-0.5,0.15399999999999958
223,19,111,-1.0,0.15199999999999958
224,24,140,-7.0,0.14999999999999958
225,26,152,-65.0,0.14799999999999958
226,25,147,-28.5,0.14599999999999957
227,21,128,-21.0,0.14399999999999957
228,20,121,-1.5,0.14199999999999957
229,24,140,-26.0,0.13999999999999957
230,27,162,-9.0,0.13799999999999957
231,20,123,-0.5,0.13599999999999957
232,24,142,-84.0,0.13399999999999956
233,19,113,0.0,0.13199999999999956
234,21,120,-22.0,0.12999999999999956
235,20,118,-21.5,0.12799999999999956
236,19,107,-39.5,0.12599999999999956
237,18,99,-19.0,0.12399999999999956
238,22,126,-2.5,0.12199999999999955
239,23,131,-5.5,0.11999999999999955
240,31,176,-35.5,0.11799999999999955
241,21,124,-4.0,0.11599999999999955
242,28,163,-31.5,0.11399999999999955
243,30,170,-33.0,0.11199999999999954
244,20,112,-2.5,0.10999999999999954
245,32,179,-14.5,0.10799999999999954
246,31,174,-13.5,0.10599999999999954
247,32,182,-14.0,0.10399999999999954
248,22,120,-23.5,0.10199999999999954
249,21,116,-3.5,0.09999999999999953
250,24,141,-5.0,0.09799999999999953
251,23,153,-24.0,0.09599999999999953
252,29,172,-12.5,0.09399999999999953
253,26,143,-9.5,0.09199999999999953
254,22,123,-5.5,0.08999999999999952
255,22,117,-5.0,0.08799999999999952
256,22,243,-44.5,0.08599999999999952
257,22,122,-22.5,0.08399999999999952
258,19,115,0.0,0.08199999999999952
259,22,125,-2.5,0.07999999999999952
260,24,151,-25.0,0.07799999999999951
261,19,118,-1.5,0.07599999999999951
262,20,117,-2.5,0.07399999999999951
263,19,110,0.0,0.07199999999999951
264,19,112,0.0,0.06999999999999951
265,19,106,0.0,0.0679999999999995
266,19,104,-1.0,0.0659999999999995
267,21,116,-2.5,0.0639999999999995
268,18,102,-19.0,0.0619999999999995
269,22,122,-23.0,0.0599999999999995
270,26,143,-67.5,0.057999999999999496
271,18,101,0.0,0.055999999999999495
272,20,114,-2.0,0.05399999999999949
273,19,109,0.0,0.05199999999999949
274,18,103,0.5,0.04999999999999949
275,20,111,-2.0,0.04799999999999949
276,18,101,0.5,0.045999999999999486
277,18,103,-19.0,0.043999999999999484
278,20,110,-1.5,0.04199999999999948
279,18,104,0.5,0.03999999999999948
280,21,116,-3.0,0.03799999999999948
281,19,106,-1.0,0.03599999999999948
282,18,100,0.0,0.033999999999999475
283,18,99,-18.5,0.03199999999999947
284,18,98,0.5,0.02999999999999947
285,18,105,0.5,0.02799999999999947
286,18,101,0.5,0.025999999999999468
287,18,101,0.5,0.023999999999999466
288,18,102,0.5,0.021999999999999464
289,18,100,0.5,0.019999999999999463
290,18,101,0.5,0.01799999999999946
291,19,106,0.0,0.01599999999999946
292,18,96,0.5,0.013999999999999459
293,18,96,0.5,0.011999999999999459
294,19,102,0.0,0.01
295,18,96,0.5,0.01
296,18,98,0.5,0.01
297,18,95,0.5,0.01
298,18,97,0.5,0.01
299,18,101,0.5,0.01
