ep,steps_taken,time_taken,rewards,epsilon
195,32,187,-36.0,0.20799999999999963
196,25,138,-44.0,0.20599999999999963
197,36,212,-57.5,0.20399999999999963
198,21,123,-21.0,0.20199999999999962
199,22,117,-24.5,0.19999999999999962
200,23,122,-25.5,0.19799999999999962
201,32,175,-93.0,0.19599999999999962
202,32,170,-14.5,0.19399999999999962
203,31,162,-33.5,0.19199999999999962
204,19,102,-20.0,0.1899999999999996
205,21,109,-41.0,0.1879999999999996
206,28,142,-69.0,0.1859999999999996
207,23,134,-7.0,0.1839999999999996
208,25,136,-24.0,0.1819999999999996
209,35,178,-75.5,0.1799999999999996
210,27,138,-9.5,0.1779999999999996
211,26,138,-27.0,0.1759999999999996
212,21,110,-3.0,0.1739999999999996
213,25,130,-25.5,0.1719999999999996
214,27,139,-8.5,0.1699999999999996
215,21,110,-41.0,0.1679999999999996
216,24,128,-44.5,0.1659999999999996
217,32,182,-34.5,0.1639999999999996
218,18,102,-37.5,0.1619999999999996
219,21,110,-22.0,0.1599999999999996
220,23,121,-25.5,0.15799999999999959
221,19,104,-1.5,0.15599999999999958
222,19,113,0.0,0.15399999999999958
223,24,148,-25.5,0.15199999999999958
224,24,127,-63.5,0.14999999999999958
225,27,141,-29.0,0.14799999999999958
226,22,119,-3.5,0.14599999999999957
227,22,117,-3.5,0.14399999999999957
228,26,136,-26.0,0.14199999999999957
229,24,125,-7.5,0.13999999999999957
230,18,96,0.5,0.13799999999999957
231,27,142,-85.0,0.13599999999999957
232,19,104,0.0,0.13399999999999956
233,20,106,-21.0,0.13199999999999956
234,18,95,-19.0,0.12999999999999956
235,20,111,-40.5,0.12799999999999956
236,20,106,-2.5,0.12599999999999956
237,20,106,-1.5,0.12399999999999956
238,20,108,-2.5,0.12199999999999955
239,25,133,-65.5,0.11999999999999955
240,19,102,-1.0,0.11799999999999955
241,22,117,-41.5,0.11599999999999955
242,24,126,-8.0,0.11399999999999955
243,20,107,-1.5,0.11199999999999954
244,20,107,-21.5,0.10999999999999954
245,22,117,-3.5,0.10799999999999954
246,24,125,-44.5,0.10599999999999954
247,23,119,-5.0,0.10399999999999954
248,20,103,-20.5,0.10199999999999954
249,23,118,-5.0,0.09999999999999953
250,22,119,-22.5,0.09799999999999953
251,19,101,-0.5,0.09599999999999953
252,19,111,0.0,0.09399999999999953
253,24,129,-44.5,0.09199999999999953
254,24,126,-24.5,0.08999999999999952
255,24,127,-7.0,0.08799999999999952
256,21,110,-3.5,0.08599999999999952
257,17,90,-18.5,0.08399999999999952
258,21,224,-2.0,0.08199999999999952
259,19,99,-20.0,0.07999999999999952
260,18,94,0.5,0.07799999999999951
261,20,106,-21.5,0.07599999999999951
262,21,112,-1.5,0.07399999999999951
263,24,125,-25.0,0.07199999999999951
264,21,112,-20.5,0.06999999999999951
265,18,95,0.0,0.0679999999999995
266,18,96,-19.0,0.0659999999999995
267,19,102,-1.0,0.0639999999999995
268,21,110,-3.5,0.0619999999999995
269,18,94,0.0,0.0599999999999995
270,21,112,-3.5,0.057999999999999496
271,18,96,0.0,0.055999999999999495
272,23,122,-5.5,0.05399999999999949
273,19,100,0.0,0.05199999999999949
274,18,95,-19.0,0.04999999999999949
275,19,103,0.0,0.04799999999999949
276,20,108,-1.0,0.045999999999999486
277,18,98,0.5,0.043999999999999484
278,19,101,0.0,0.04199999999999948
279,20,104,-1.0,0.03999999999999948
280,23,119,-24.0,0.03799999999999948
281,19,99,0.0,0.03599999999999948
282,23,119,-4.5,0.033999999999999475
283,26,138,-7.5,0.03199999999999947
284,20,107,-1.0,0.02999999999999947
285,18,99,0.5,0.02799999999999947
286,19,101,0.0,0.025999999999999468
287,19,102,0.0,0.023999999999999466
288,21,112,-1.5,0.021999999999999464
289,21,110,-1.5,0.019999999999999463
290,18,96,0.5,0.01799999999999946
291,22,117,-3.0,0.01599999999999946
292,19,102,-0.5,0.013999999999999459
293,18,97,0.0,0.011999999999999459
294,20,106,-0.5,0.01
295,20,106,-21.0,0.01
296,18,94,0.5,0.01
297,19,99,-0.5,0.01
298,19,98,0.0,0.01
299,18,95,0.5,0.01
