ep,steps_taken,time_taken,rewards,epsilon
142,20,143,-2.0,0.3139999999999997
143,25,174,-26.5,0.3119999999999997
144,41,290,-195.5,0.3099999999999997
145,31,222,-72.0,0.3079999999999997
146,24,172,-26.5,0.3059999999999997
147,27,190,-8.5,0.3039999999999997
148,28,197,-142.5,0.3019999999999997
149,30,210,-12.5,0.2999999999999997
150,24,181,-7.5,0.2979999999999997
151,25,174,-27.5,0.2959999999999997
152,27,192,-66.0,0.2939999999999997
153,22,151,-79.0,0.2919999999999997
154,37,253,-79.5,0.2899999999999997
155,23,160,-24.5,0.2879999999999997
156,25,169,-44.5,0.2859999999999997
157,51,349,-153.5,0.2839999999999997
158,27,188,-27.5,0.2819999999999997
159,23,163,-25.5,0.2799999999999997
160,24,163,-64.0,0.2779999999999997
161,27,182,-48.5,0.2759999999999997
162,29,202,-50.0,0.2739999999999997
163,22,154,-60.5,0.2719999999999997
164,26,186,-27.5,0.2699999999999997
165,22,176,-62.5,0.2679999999999997
166,25,180,-7.0,0.2659999999999997
167,24,170,-28.0,0.2639999999999997
168,19,135,-1.0,0.2619999999999997
169,22,155,-41.0,0.2599999999999997
170,26,182,-29.0,0.2579999999999997
171,23,194,-23.5,0.2559999999999997
172,35,254,-41.0,0.25399999999999967
173,25,174,-46.0,0.25199999999999967
174,23,166,-42.5,0.24999999999999967
175,23,161,-25.0,0.24799999999999967
176,29,206,-31.5,0.24599999999999966
177,31,216,-32.5,0.24399999999999966
178,18,126,0.0,0.24199999999999966
179,29,202,-90.0,0.23999999999999966
180,18,127,0.5,0.23799999999999966
181,28,199,-106.5,0.23599999999999965
182,21,148,-21.5,0.23399999999999965
183,27,191,-28.0,0.23199999999999965
184,19,135,-19.0,0.22999999999999965
185,24,163,-26.5,0.22799999999999965
186,15,102,-53.0,0.22599999999999965
187,21,146,-22.0,0.22399999999999964
188,27,194,-8.0,0.22199999999999964
189,18,241,-18.0,0.21999999999999964
190,25,180,-26.5,0.21799999999999964
191,20,147,-1.5,0.21599999999999964
192,23,165,-25.5,0.21399999999999963
193,28,205,-32.0,0.21199999999999963
194,30,247,-90.5,0.20999999999999963
195,20,157,-21.0,0.20799999999999963
196,18,148,0.0,0.20599999999999963
197,23,164,-6.0,0.20399999999999963
198,26,187,-28.0,0.20199999999999962
199,23,167,-3.5,0.19999999999999962
200,27,193,-10.0,0.19799999999999962
201,49,350,-91.5,0.19599999999999962
202,46,329,-88.0,0.19399999999999962
203,21,152,-22.0,0.19199999999999962
204,31,221,-15.5,0.1899999999999996
205,22,156,-4.5,0.1879999999999996
206,22,156,-42.0,0.1859999999999996
207,25,178,-26.5,0.1839999999999996
208,20,147,-2.5,0.1819999999999996
209,26,189,-28.5,0.1799999999999996
210,26,182,-48.0,0.1779999999999996
211,32,228,-92.0,0.1759999999999996
212,23,168,-24.5,0.1739999999999996
213,22,165,-41.0,0.1719999999999996
214,24,171,-63.0,0.1699999999999996
215,27,194,-12.5,0.1679999999999996
216,23,164,-24.0,0.1659999999999996
217,20,148,-20.5,0.1639999999999996
218,30,213,-71.5,0.1619999999999996
219,17,126,-17.5,0.1599999999999996
220,22,175,-23.0,0.15799999999999959
221,21,150,-23.0,0.15599999999999958
222,30,211,-71.5,0.15399999999999958
223,18,129,0.5,0.15199999999999958
224,19,135,0.0,0.14999999999999958
225,20,143,-2.0,0.14799999999999958
226,19,141,0.0,0.14599999999999957
227,24,166,-6.0,0.14399999999999957
228,21,149,-3.0,0.14199999999999957
229,23,166,-42.0,0.13999999999999957
230,19,134,-20.0,0.13799999999999957
231,24,171,-26.0,0.13599999999999957
232,19,138,0.0,0.13399999999999956
233,20,143,-39.5,0.13199999999999956
234,21,150,-21.5,0.12999999999999956
235,20,144,-20.5,0.12799999999999956
236,22,159,-42.5,0.12599999999999956
237,24,172,-24.0,0.12399999999999956
238,20,145,-20.5,0.12199999999999955
239,24,172,-44.5,0.11999999999999955
240,22,155,-5.5,0.11799999999999955
241,21,148,-2.0,0.11599999999999955
242,26,184,-27.5,0.11399999999999955
243,20,140,-40.5,0.11199999999999954
244,18,132,0.5,0.10999999999999954
245,19,141,0.0,0.10799999999999954
246,22,158,-2.5,0.10599999999999954
247,21,149,-3.5,0.10399999999999954
248,18,128,0.5,0.10199999999999954
249,18,134,0.5,0.09999999999999953
250,20,148,-21.0,0.09799999999999953
251,19,137,0.0,0.09599999999999953
252,18,133,0.5,0.09399999999999953
253,24,172,-7.5,0.09199999999999953
254,22,156,-21.5,0.08999999999999952
255,18,133,0.5,0.08799999999999952
256,23,163,-6.5,0.08599999999999952
257,19,137,0.0,0.08399999999999952
258,18,131,0.5,0.08199999999999952
259,21,154,-22.5,0.07999999999999952
260,19,137,-0.5,0.07799999999999951
261,20,145,-2.0,0.07599999999999951
262,23,168,-24.0,0.07399999999999951
263,20,153,-20.5,0.07199999999999951
264,20,145,-3.0,0.06999999999999951
265,20,145,-1.5,0.0679999999999995
266,18,127,-1.0,0.0659999999999995
267,20,142,-2.5,0.0639999999999995
268,19,135,-0.5,0.0619999999999995
269,19,139,0.0,0.0599999999999995
270,20,142,-0.5,0.057999999999999496
271,21,158,-22.0,0.055999999999999495
272,19,156,0.0,0.05399999999999949
273,20,157,-2.0,0.05199999999999949
274,18,146,0.5,0.04999999999999949
275,22,163,-22.0,0.04799999999999949
276,20,154,-2.0,0.045999999999999486
277,21,160,-3.5,0.043999999999999484
278,18,134,0.0,0.04199999999999948
279,20,148,-2.0,0.03999999999999948
280,19,142,0.0,0.03799999999999948
281,19,137,0.0,0.03599999999999948
282,19,136,-0.5,0.033999999999999475
283,19,137,-0.5,0.03199999999999947
284,20,143,-2.0,0.02999999999999947
285,20,160,-1.0,0.02799999999999947
286,21,173,-3.0,0.025999999999999468
287,20,141,-2.0,0.023999999999999466
288,19,134,-0.5,0.021999999999999464
289,21,148,-22.0,0.019999999999999463
290,19,135,0.0,0.01799999999999946
291,19,135,0.0,0.01599999999999946
292,20,146,-0.5,0.013999999999999459
293,18,131,0.5,0.011999999999999459
294,18,129,0.5,0.01
295,18,130,0.5,0.01
296,19,136,0.0,0.01
297,18,138,0.5,0.01
298,20,145,-1.5,0.01
299,19,137,0.0,0.01
