10,0,0,0,0,0,10,20,30,30,40,50,60,60,70,80,80,80,90
0,10,20,30,40,50,60,60,50,40,30,30,40,50,60,70,80,90,100
10,0,0,0,0,0,10,20,30,30,40,50,60,60,70,70,70,80,90
0,10,20,30,40,50,60,60,50,40,30,30,40,50,60,70,80,90,100
